name,RA,Dec,vmag,epoch,epoch_uncertainty,period,period_uncertainty,duration,comments,depth
"K2-19 b",11:39:50.46,+00:36:12.95,13.0,2456932.19500000,0.0011,7.92097800000,1.9e-05,3.24,,6.7
"K2-19 c",11:39:50.46,+00:36:12.95,13.0,2456817.27514000,0.000821,11.90762500000,0.00024200000,3.82,,2.3
"K2-19 d",11:39:50.46,+00:36:12.95,13.0,2456854.07260000,0.0018,2.50810000000,0.0002,1.93,,0.19
"K2-200 b",13:29:00.29,-04:36:36.19,12.4,2457218.55530000,0.0019,2.85009000000,0.00012,1.34,,0.27
"K2-201 b",19:34:14.57,-23:07:52.60,12.2,2457301.98470000,0.0013,1.05980600000,3.1e-05,1.75,,0.25
"K2-201 c",19:34:14.57,-23:07:52.60,12.2,2457319.78750000,0.001,22.77680000000,0.00081000000,3.65,,1.3
"K2-202 b",18:53:03.44,-22:24:25.40,13.4,2457304.25220000,0.0011,3.40508700000,7.6e-05,2.03,,0.58
"K2-203 b",00:51:05.69,-01:11:45.18,12.4,2457396.63878000,0.005844,9.69510100000,0.001334,3.10,,0.23
"K2-204 b",01:09:31.80,-00:31:03.91,13.0,2457452.95500000,0.0022,7.05590800000,7.4e-05,4.57,,0.54
"K2-205 b",01:00:52.22,+00:25:33.48,12.4,2457413.41914000,0.006106,26.67226300000,0.00416000000,6.05,,0.29
"K2-206 b",00:45:01.54,+00:35:35.47,13.1,2457396.57661000,0.004344,18.29454900000,0.00172800000,4.63,"Duration estimated. ",1.1
"K2-207 b",00:46:47.92,+00:38:26.23,13.2,2457403.64459000,0.003892,12.48749000000,0.00120800000,4.30,,0.90
"K2-208 b",01:23:06.96,+00:53:20.43,12.6,2457430.03900000,0.0016,4.19097000000,0.00023,1.94,,0.31
"K2-209 b",00:58:45.68,+01:22:58.11,11.1,2457394.23310000,0.00269400,2.08061500000,0.00013400000,1.58,"Duration estimated. ",0.12
"K2-210 b",01:10:33.90,+01:34:42.29,11.5,2457393.95803000,0.00210600,0.57023300000,2.8e-05,0.91,"Duration estimated. ",0.08
"K2-211 b",01:24:25.48,+01:42:17.68,13.2,2457395.82322000,0.0016,0.66953200000,1.9e-05,1.29,,0.22
"K2-212 b",01:13:41.78,+03:05:49.46,13.0,2457399.64109000,0.00039,9.79564700000,2.1e-05,2.60,,1.3
"K2-213 b",00:52:33.70,+03:30:27.97,11.8,2457399.00256000,0.007608,8.13087000000,0.001799,4.14,"Duration estimated. ",0.13
"K2-214 b",00:59:30.23,+04:13:39.98,11.8,2457396.59938000,0.002774,8.59653100000,0.00059200000,3.73,,0.40
"K2-215 b",01:13:52.82,+06:07:25.91,13.0,2457394.33000000,0.0017,8.26947000000,0.00033000000,2.23,,0.54
"K2-216 b",00:45:55.26,+06:20:49.31,12.4,2459494.88124700,0.0060093,2.17478240000,6.3e-06,1.65,,0.56
"K2-217 b",00:45:11.61,+06:28:53.72,12.3,2457395.00447000,0.00299800,14.07452400000,0.00099400000,5.69,,0.64
"K2-218 b",00:51:14.31,+06:50:47.16,12.9,2457396.45880000,0.0019,8.68055000000,0.00043,3.84,,0.60
"K2-219 b",00:51:22.87,+08:52:03.17,12.1,2457392.84080000,0.006,3.90090000000,0.00059,3.41,,0.12
"K2-219 c",00:51:22.87,+08:52:03.17,12.1,2457398.41670000,0.0077,6.66740000000,0.00150000000,4.82,,0.14
"K2-219 d",00:51:22.87,+08:52:03.17,12.1,2457393.44990000,0.0026,11.13878000000,0.00071000000,4.90,,0.42
"K2-21 b",22:41:12.91,-14:29:21.57,12.9,2456980.10070000,0.00170000,9.32448000000,0.00034,2.52,,0.81
"K2-21 c",22:41:12.91,-14:29:21.57,12.9,2456988.47030000,0.00110000,15.50195000000,0.00056,2.38,,1.3
"K2-220 b",00:51:04.80,+09:31:00.37,11.9,2457401.26990000,0.00170000,13.68275000000,0.00066000000,3.36,,0.54
"K2-221 b",01:06:37.21,+10:11:23.06,12.6,2457392.95980000,0.0017,2.39898200000,9.2e-05,2.50,,0.31
"K2-222 b",01:05:51.00,+11:45:13.38,9.5,2459461.18112300,0.00519471,15.38866065560,0.00015627715,4.33,,0.41
"K2-223 b",12:21:13.48,-10:16:55.53,11.4,2457583.06200000,0.003107,0.50557000000,0.00003700000,0.90,,0.10
"K2-223 c",12:21:13.48,-10:16:55.53,11.4,2457628.61208000,0.00290000,4.56254600000,0.00014,2.80,,0.20
"K2-224 b",12:38:48.99,-10:03:38.14,12.7,2457585.67412000,0.00661000,4.47859100000,0.000641,2.40,,0.33
"K2-224 c",12:38:48.99,-10:03:38.14,12.7,2457588.40888000,0.002372,10.09607000000,0.00064100000,3.60,,0.59
"K2-225 b",12:26:09.86,-09:37:29.36,11.8,2457619.11110000,0.00310000,15.87230000000,0.00210000000,6.19,,0.38
"K2-226 b",12:14:34.96,-09:33:45.46,12.3,2457584.02613000,0.00443600,3.27110600000,0.000369,2.32,,0.25
"K2-227 b",12:43:47.62,-08:28:42.30,12.0,2457592.23831000,0.00971600,13.62183200000,0.003268,4.01,"Duration estimated. ",0.29
"K2-228 b",12:29:10.73,-06:50:03.13,13.0,2457583.19285000,0.002212,2.69836800000,0.000136,1.50,,0.26
"K2-229 b",12:27:29.50,-06:43:18.65,11.0,2457582.88613000,0.001057,0.58424000000,1.4e-05,1.50,,0.16
"K2-229 c",12:27:29.50,-06:43:18.65,11.0,2457586.33508000,0.00167400,8.32801000000,0.00040500000,2.50,,0.53
"K2-22 b",11:17:55.85,+02:37:08.53,15.6,2456811.12080000,0.0006,0.38107800000,1e-06,0.80,,6.2
"K2-230 b",12:45:27.15,-06:34:33.78,12.8,2457585.44963000,0.005044,2.86063600000,0.00030700000,2.60,,0.20
"K2-231 b",19:16:22.04,-15:46:16.38,12.8,2457320.00164000,0.00354000,13.84190100000,0.001352,2.94,,0.64
"K2-232 b",04:55:04.03,+18:39:15.56,9.8,2458160.40385100,3.9e-05,11.16844233000,6.6e-07,5.03,,9.7
"K2-233 b",15:21:55.18,-20:13:54.47,10.9,2457991.69112000,0.00084,2.46750000000,4e-05,1.99,,0.30
"K2-233 c",15:21:55.18,-20:13:54.47,10.9,2457586.87653000,0.01769000,7.06005000000,0.00027,2.80,,0.28
"K2-233 d",15:21:55.18,-20:13:54.47,10.9,2458151.77395000,0.00034,24.36543000000,2.1e-05,3.84,,0.94
"K2-237 b",16:55:04.52,-28:42:38.10,11.6,2457942.11408000,0.00012,2.18053435000,4.6e-07,2.93,,14.2
"K2-238 b",23:10:49.04,-07:51:27.21,14.0,2460227.35703200,0.0017497,3.20470720000,2.3e-06,3.33,,7.4
"K2-239 b",10:42:22.59,+04:26:28.95,14.6,2457908.19100000,,5.24000000000,0.001,1.47,,0.67
"K2-239 c",10:42:22.59,+04:26:28.95,14.6,2457916.86000000,,7.77500000000,0.001,1.25,,0.58
"K2-239 d",10:42:22.59,+04:26:28.95,14.6,2457908.38100000,,10.11500000000,0.001,1.84,,0.65
"K2-240 b",15:11:23.85,-17:52:31.61,13.4,2457996.82500000,,6.03400000000,0.001,2.15,,1.3
"K2-240 c",15:11:23.85,-17:52:31.61,13.4,2458005.72200000,,20.52300000000,0.001,3.19,,0.98
"K2-241 b",12:04:57.28,-06:48:19.07,12.0,2457584.20630000,0.00350000,26.81990000000,0.00247,4.10,,0.90
"K2-242 b",11:59:20.60,-06:31:04.28,16.4,2457586.24000000,0.0054,6.51389000000,0.00083,2.00,,6.2
"K2-243 b",12:04:29.07,-04:53:56.89,11.0,2457593.20620000,0.0102,11.54182000000,0.00272000000,3.70,,0.16
"K2-243 c",12:04:29.07,-04:53:56.89,11.0,2457584.50500000,0.00770000,24.94598000000,0.00561,5.20,,0.19
"K2-244 b",12:13:52.48,-03:49:54.51,11.8,2457588.47800000,0.00404600,21.07020100000,0.00241300000,3.90,,0.30
"K2-245 b",12:20:43.58,-01:35:27.29,12.8,2457587.55240000,0.0018,11.89307000000,0.00065000000,4.20,,1.1
"K2-246 b",12:06:31.11,-01:09:38.16,14.8,2457583.67610000,0.00640000,5.76918000000,0.00082,3.40,,1.3
"K2-247 b",12:35:34.44,-10:04:09.41,14.9,2457582.97700000,0.00640000,2.25021000000,0.00036,1.20,,1.0
"K2-247 c",12:35:34.44,-10:04:09.41,14.9,2457588.13690000,0.01760000,6.49424000000,0.00260000000,1.70,,1.1
"K2-248 b",12:11:16.16,-09:24:51.01,13.5,2457588.10420000,0.0078,7.17256000000,0.00148000000,2.80,,0.70
"K2-249 b",12:13:28.02,-08:59:42.83,12.6,2457583.04570000,0.0113,12.40900000000,0.00337000000,5.90,,0.24
"K2-24 b",16:10:17.63,-24:59:26.17,11.3,2456905.79581000,0.00062000,20.88506000000,0.00028,5.47,,2.2
"K2-24 c",16:10:17.63,-24:59:26.17,11.3,2456915.62510000,0.0004,42.36330000000,0.0006,6.47,,4.4
"K2-250 b",12:20:07.57,-08:58:32.67,14.3,2457620.25350000,0.0015,4.01392000000,0.00029,2.37,,0.97
"K2-251 b",12:42:45.42,-08:32:09.54,15.7,2457589.07820000,0.01280000,9.30075000000,0.00332000000,2.70,,2.1
"K2-252 b",12:09:27.93,-08:18:34.61,12.9,2457596.19010000,0.01180000,13.81513000000,0.00461000000,3.60,,0.36
"K2-253 b",12:24:20.47,-06:22:44.23,15.0,2457583.99930000,0.0014,4.00167000000,0.00013,2.10,,12.6
"K2-254 b",12:22:12.19,-04:43:02.25,14.2,2457582.97570000,0.0106,4.09639000000,0.00081000000,1.60,,0.52
"K2-254 c",12:22:12.19,-04:43:02.25,14.2,2457590.61360000,0.0104,12.11839000000,0.00321,2.40,,1.2
"K2-255 b",12:39:39.08,-03:22:14.03,13.7,2457583.30150000,0.0008,1.96417000000,4e-05,1.10,,1.8
"K2-257 b",12:33:06.79,-01:57:11.84,13.7,2457583.28750000,0.0038,1.60588000000,0.00014000000,1.30,,0.34
"K2-258 b",12:30:31.54,-01:09:39.30,13.4,2457586.29280000,0.01470000,19.09210000000,0.00633,6.00,,0.49
"K2-259 b",12:27:12.65,+01:34:00.71,12.5,2457585.70531000,0.006437,15.48239900000,0.00222200000,4.20,,0.37
"K2-25 b",04:13:05.74,+15:14:51.73,16.2,2458515.64206000,0.00010000,3.48456408000,0.00000060000,0.76,,11.6
"K2-260 b",05:07:28.16,+16:52:03.70,12.6,2457894.28487600,0.00006000,2.62669762000,6.6e-07,4.20,,9.2
"K2-261 b",10:52:07.75,+00:29:35.40,10.6,2458151.14392000,0.00027,11.63346810000,4.4e-06,5.13,,2.8
"K2-263 b",08:38:43.71,+15:40:50.17,11.6,2458111.12740000,0.0012,50.81894700000,9.4e-05,3.49,,0.58
"K2-264 b",08:45:26.00,+19:41:54.24,16.7,2458102.09356000,0.00046,5.83977000000,6.3e-05,1.88,,1.9
"K2-264 c",08:45:26.00,+19:41:54.24,16.7,2458096.93729000,0.00077000,19.66365000000,0.000306,2.92,,2.7
"K2-265 b",22:48:07.60,-14:29:41.20,11.2,2457017.18078000,0.00055000,2.36902000000,5.9e-05,2.31,,0.29
"K2-266 b",10:31:44.56,+00:56:14.20,11.6,2457949.67470000,0.0032,0.65852400000,1.7e-05,0.33,,1.8
"K2-266 c",10:31:44.56,+00:56:14.20,11.6,2457946.65100000,0.0064,7.81400000000,0.00190000000,2.26,,0.09
"K2-266 d",10:31:44.56,+00:56:14.20,11.6,2459267.66885500,0.00253029,14.69808003166,6.457964e-05,3.74,,1.9
"K2-266 e",10:31:44.56,+00:56:14.20,11.6,2459263.38020900,0.00493968,19.48348329613,0.00017918818,4.67,,1.5
"K2-268 b",08:54:50.28,+11:50:53.78,13.8,2457143.65427600,0.002523,2.15167600000,6e-06,1.97,,0.40
"K2-268 c",08:54:50.28,+11:50:53.78,13.8,2457140.84665000,0.00213300,9.32752700000,0.00002100000,3.35,,1.2
"K2-268 d",08:54:50.28,+11:50:53.78,13.8,2457143.97465400,0.0033,4.52859800000,0.00001600000,2.57,,0.53
"K2-268 e",08:54:50.28,+11:50:53.78,13.8,2457142.34395900,0.00485000,6.13124300000,3.3e-05,2.54,,0.44
"K2-268 f",08:54:50.28,+11:50:53.78,13.8,2457142.19173900,0.00396400,26.27057000000,0.000109,4.62,,1.0
"K2-269 b",08:40:37.23,+13:00:52.85,11.8,2457141.59938000,0.00608700,4.14493700000,0.00080700000,2.71,,0.08
"K2-26 b",06:16:49.54,+24:35:45.00,14.5,2456775.16503000,0.0005,14.56810100000,2e-05,4.73,,2.6
"K2-270 b",08:45:03.97,+13:32:59.04,13.8,2457140.87160000,0.0027,1.54345200000,0.00009100000,1.64,,0.29
"K2-270 c",08:45:03.97,+13:32:59.04,13.8,2457142.97910000,0.00071000,4.39973900000,7.2e-05,1.69,,1.7
"K2-271 b",08:20:53.74,+16:05:26.86,13.8,2459504.35497800,0.00252787,8.56232889439,6.074315e-05,3.10,,4.3
"K2-272 b",08:50:29.08,+17:32:32.59,13.9,2457144.85413210,0.0015034,14.45367560000,0.00002430000,3.22,,1.2
"K2-273 b",08:39:06.45,+19:00:36.02,13.2,2457149.09616190,0.0009911,11.71956630000,1.35e-05,4.87,,1.4
"K2-274 b",08:37:07.77,+20:23:57.30,13.2,2457145.11126110,0.0014376,14.13303140000,2.82e-05,3.65,,0.97
"K2-275 b",08:48:40.77,+20:27:18.06,12.0,2457142.13395920,0.00033690,3.28096260000,1.6e-06,1.93,,0.97
"K2-275 c",08:48:40.77,+20:27:18.06,12.0,2457142.48671610,0.0005019,8.43883850000,0.00000750000,2.34,,1.1
"K2-276 b",08:23:48.68,+22:38:02.18,14.7,2457151.88460000,0.0034,18.71320000000,0.0017,6.89,,1.8
"K2-277 b",13:28:03.89,-15:56:16.71,10.4,2457303.47710000,0.001,6.32676800000,0.00001500000,1.97,,0.42
"K2-278 b",13:33:12.45,-14:30:14.78,13.4,2457219.85290000,0.0032,3.33253000000,0.00024,3.94,,0.37
"K2-279 b",13:39:07.03,-06:02:30.33,11.5,2457222.12440000,0.0029,7.12471000000,0.00058000000,3.07,,0.21
"K2-27 b",11:26:03.64,+01:13:50.25,12.7,2459528.16177700,0.00282123,6.77134110000,8.4e-06,2.84,,2.9
"K2-280 b",19:26:22.89,-22:14:51.75,12.5,2457307.58121000,0.00054,19.89531000000,0.00028000000,8.28,,3.5
"K2-281 b",01:04:54.59,+07:16:09.18,15.0,2457393.88141000,0.0003,8.68781200000,0.00006300000,2.71,,12.4
"K2-282 b",00:53:43.72,+07:59:43.05,14.2,2457457.54493000,0.00250000,4.16978300000,8.9e-05,2.73,,0.94
"K2-283 b",00:52:46.65,+09:41:34.51,14.4,2457392.98603000,0.00092000,1.92111100000,3.9e-05,1.83,,2.0
"K2-284 b",05:16:33.79,+20:15:17.65,13.3,2458146.80246000,0.00062,4.79485990000,5e-06,2.15,,2.3
"K2-285 b",23:17:32.24,+01:18:00.55,12.1,2459468.74220400,0.0023645,3.47156440000,5.9e-06,2.13,,1.1
"K2-285 c",23:17:32.24,+01:18:00.55,12.1,2460228.75860200,0.0022492,7.13856720000,7.3e-06,2.46,,2.1
"K2-285 d",23:17:32.24,+01:18:00.55,12.1,2457745.20100000,0.00076000,10.45582000000,0.00025000000,2.50,,1.0
"K2-285 e",23:17:32.24,+01:18:00.55,12.1,2457741.89690000,0.0024,14.76289000000,0.00065000000,2.30,,0.68
"K2-286 b",15:33:28.76,-16:46:25.36,12.9,2458010.41700000,0.002,27.35900000000,0.005,3.00,,1.1
"K2-287 b",15:32:17.84,-22:21:30.04,11.4,2458001.72138000,0.00016,14.89329100000,2.5e-05,3.45,"Duration estimated. ",6.4
"K2-288 B b",03:41:46.63,+18:16:06.57,13.9,2457063.40236600,0.00116200,31.39346300000,6.9e-05,2.11,,1.5
"K2-289 b",16:26:34.31,-15:47:33.14,14.8,2456897.14325000,0.00097000,13.15696900000,5.1e-05,4.03,,7.6
"K2-28 b",22:22:29.60,-07:57:22.87,16.5,2457931.89779000,0.00032000,2.26044550000,9e-07,0.98,,6.6
"K2-290 b",15:39:25.89,-20:11:56.03,11.1,2457994.77250000,0.00160000,9.21165000000,0.00034,4.96,,0.36
"K2-290 c",15:39:25.89,-20:11:56.03,11.1,2458019.17333000,0.00029,48.36685000000,0.00041000000,8.14,,4.7
"K2-291 b",05:05:47.03,+21:32:53.52,10.0,2460257.71771600,0.0239963,2.22516390000,2.44e-05,1.54,,0.28
"K2-292 b",13:41:30.21,-09:56:45.85,9.9,2458180.28420000,0.00170000,16.98410000000,0.0008,3.66,,0.48
"K2-293 b",23:26:25.56,-06:01:40.46,13.4,2457749.13470000,0.00350000,13.12250000000,0.0012,3.98,,0.52
"K2-294 b",23:28:12.40,-07:36:13.63,12.6,2457740.00930000,0.00440000,2.50387000000,0.00023,2.60,,0.16
"K2-295 b",01:18:26.43,+06:49:00.22,13.9,2457624.83244000,0.00012,4.02488968000,7.7e-07,2.50,,21.9
"K2-29 b",04:10:40.90,+24:24:05.96,12.5,2458560.23617000,0.00013,3.25883406000,3.9e-07,2.22,,19.0
"K2-308 b",05:13:21.39,+16:24:51.11,15.1,2459174.35609200,0.00308392,3.38631713618,2.90855e-05,3.27,,6.3
"K2-30 b",03:29:22.09,+22:17:57.66,13.5,2457526.93509000,0.00014,4.09847804000,6.9e-07,2.32,,16.0
"K2-315 b",15:12:05.06,-20:06:29.39,17.7,2457990.86200000,0.0011,3.14431890000,4.9e-06,0.82,,2.0
"K2-316 b",15:34:29.94,-23:15:34.08,17.1,2457991.60500000,,1.13300000000,0.001,0.97,"Duration estimated. ",0.96
"K2-316 c",15:34:29.94,-23:15:34.08,17.1,2457994.12300000,,5.26000000000,0.007,1.17,"Duration estimated. ",2.5
"K2-317 b",15:14:28.53,-21:01:21.80,17.7,2457994.13200000,,6.22000000000,0.007,1.51,"Duration estimated. ",1.2
"K2-318 b",15:29:47.07,-17:33:26.87,15.8,2457997.19400000,,7.01000000000,0.007,1.43,"Duration estimated. ",0.85
"K2-319 b",11:07:12.24,+03:02:23.77,12.2,2457915.59200000,,26.68000000000,0.003,5.42,"Duration estimated. ",0.83
"K2-31 b",16:21:45.73,-23:32:53.78,10.8,2456952.71794100,9.1e-05,1.25784887000,7.8e-07,0.98,,7.2
"K2-320 b",10:53:00.46,+05:18:23.32,17.8,2457908.60200000,,1.99500000000,0.001,1.43,"Duration estimated. ",5.6
"K2-321 b",10:25:37.32,+02:30:49.98,13.7,2458141.26759000,0.00068,2.29797490000,1.9e-06,1.15,,0.99
"K2-322 b",10:26:29.45,+04:45:50.47,14.0,2457914.02200000,,8.20500000000,0.003,2.28,"Duration estimated. ",0.71
"K2-323 b",10:37:41.04,+06:17:09.13,14.9,2457914.25100000,,24.93000000000,0.006,3.90,"Duration estimated. ",2.6
"K2-324 b",10:30:29.33,+06:51:49.22,15.2,2457909.14600000,,3.26200000000,0.001,1.68,"Duration estimated. ",2.0
"K2-325 b",23:35:40.07,-07:41:12.20,17.8,2457743.81800000,,6.93000000000,0.00400000000,1.76,"Duration estimated. ",6.7
"K2-326 b",23:26:26.94,+01:20:15.33,16.0,2457739.04500000,,1.25600000000,0.002,1.41,"Duration estimated. ",0.92
"K2-329 b",23:24:32.49,-05:09:50.92,12.7,2457773.15726700,7.5e-05,12.45512250000,3.1e-06,3.62,,9.4
"K2-32 b",16:49:42.24,-19:32:34.98,12.3,2456900.92676000,0.00031,8.99200000000,8e-05,3.49,,3.8
"K2-32 c",16:49:42.24,-19:32:34.98,12.3,2456899.42170000,0.0015,20.66178000000,0.00070000000,4.50,,1.3
"K2-32 d",16:49:42.24,-19:32:34.98,12.3,2456903.78707000,0.00124000,31.71701000000,0.00101000000,4.89,,1.6
"K2-32 e",16:49:42.24,-19:32:34.98,12.3,2456898.87863000,0.00412,4.34934000000,0.00039,2.67,,0.26
"K2-330 b",08:27:35.24,+11:40:02.69,9.6,2460236.62790100,0.0033078,13.77483610000,1.99e-05,4.45,,0.31
"K2-331 b",08:50:57.03,+13:10:12.97,11.3,2458100.92019200,0.005582,9.39897700000,0.00150600000,3.92,,0.24
"K2-331 c",08:50:57.03,+13:10:12.97,11.3,2458113.30475400,0.002335,22.99659100000,0.001859,4.43,,0.47
"K2-332 b",09:03:31.98,+14:15:01.80,16.5,2457156.42074600,0.002168,17.70632000000,6.3e-05,2.03," Mag is Gaia G. ",6.8
"K2-333 b",09:07:09.43,+15:12:20.44,12.1,2458525.42950000,0.0012,14.75985900000,3e-05,4.96,,2.2
"K2-334 b",09:05:57.46,+16:19:31.85,11.8,2458209.31601000,0.00031,5.11384280000,5.1e-06,2.46,,1.3
"K2-335 b",08:37:33.52,+16:31:19.43,12.6,2457148.20962600,0.002774,12.28321100000,5.1e-05,4.31,,0.31
"K2-336 b",08:55:21.17,+16:47:38.64,12.8,2457146.58556700,0.004476,21.19473300000,0.00010800000,4.65,,0.26
"K2-337 b",08:31:02.67,+16:54:01.69,12.4,2457145.96353100,0.002528,16.27356300000,0.00005400000,7.64,,0.42
"K2-338 b",08:17:26.62,+17:01:26.96,13.3,2457141.52634900,0.00191200,3.85061400000,1.2e-05,1.78,,0.39
"K2-339 b",08:40:19.81,+18:41:34.46,14.5,2457153.00466700,0.005128,19.50742800000,0.00011600000,3.40,,1.2
"K2-33 b",16:10:14.73,-19:19:09.78,15.8,2456898.69288000,0.0012,5.42486500000,0.00003500000,4.08,,3.0
"K2-340 b",08:31:44.96,+19:04:28.51,14.4,2457143.81586300,0.003102,29.74045100000,0.00016900000,5.29,,0.89
"K2-341 b",08:41:59.33,+19:54:59.89,12.7,2457152.70869400,0.00219500,36.55255100000,0.00012700000,6.25,,0.80
"K2-342 b",08:52:29.26,+21:14:19.25,11.3,2458099.10726000,0.002546,11.56105200000,0.00069000000,3.73,,0.26
"K2-343 b",08:56:48.52,+21:30:09.68,16.0,2457141.32497000,0.001231,2.78717400000,4e-06,1.46,,1.5
"K2-343 c",08:56:48.52,+21:30:09.68,16.0,2457144.62455400,0.001309,7.67697200000,1.2e-05,2.20,,2.1
"K2-344 b",09:05:26.76,+21:40:06.92,13.4,2460280.32405000,0.0042669,3.35572190000,6.6e-06,1.60,,1.1
"K2-345 b",08:50:49.82,+21:47:20.53,15.7,2457141.71034800,0.001468,10.36743700000,0.00002000000,2.08,,1.9
"K2-346 b",08:23:56.76,+22:39:47.61,11.9,2459521.87320600,0.00486663,26.19445485478,0.00027362193,3.84,,1.2
"K2-347 b",08:25:29.44,+23:17:50.66,15.2,2457140.69927700,0.00192700,7.18725700000,2.1e-05,2.57,,1.8
"K2-348 b",08:43:30.80,+24:25:22.64,12.6,2460276.92930500,0.0026616,4.68863420000,5.8e-06,2.65,,1.5
"K2-348 c",08:43:30.80,+24:25:22.64,12.6,2458104.43565100,0.00315200,12.55017100000,0.001057,3.68,,0.86
"K2-349 b",13:16:23.92,-14:26:41.08,14.6,2457219.12743100,0.003894,9.03217800000,0.000874,3.25,,1.0
"K2-34 b",08:30:18.89,+22:14:09.31,11.4,2460256.81296700,0.0002002,2.99563660000,2e-07,2.29,,7.8
"K2-350 b",13:36:08.52,-14:00:33.31,13.4,2457219.27762800,0.00344400,4.16387300000,2.3e-05,2.75,,0.18
"K2-350 c",13:36:08.52,-14:00:33.31,13.4,2457228.16496800,0.002858,19.99194400000,0.000194,4.94,,0.75
"K2-351 b",13:46:36.54,-11:48:17.85,14.2,2457223.49130000,0.00320000,7.80692000000,0.00065,2.81,,0.68
"K2-352 b",09:21:46.84,+18:28:10.66,11.1,2458098.63528200,0.00338800,3.66591200000,0.000295,1.63,,0.17
"K2-352 c",09:21:46.84,+18:28:10.66,11.1,2458098.71692900,0.002885,8.23488500000,0.00050800000,3.59,,0.40
"K2-352 d",09:21:46.84,+18:28:10.66,11.1,2458103.62284200,0.00227600,14.87138700000,0.000936,4.14,,1.9
"K2-353 b",13:26:28.05,-02:16:54.85,12.3,2459674.57848300,0.0036536,15.46586910000,3.93e-05,3.16,,2.4
"K2-354 b",08:36:31.18,+10:08:49.98,15.3,2457140.22597000,0.00400800,3.79330600000,0.000343,1.53,,1.0
"K2-355 b",08:18:34.23,+13:30:10.01,13.7,2458252.19182980,0.005562,5.73856470000,0.00139390000,2.75,"Duration estimated. ",0.50
"K2-356 b",08:33:17.26,+13:39:40.95,13.3,2458256.04083990,0.004589,21.02673660000,0.0038993,3.85,"Duration estimated. ",0.60
"K2-357 b",08:47:45.28,+16:19:44.09,13.7,2458255.11620730,0.00179740,16.34886370000,0.0014022,3.90,"Duration estimated. ",1.2
"K2-358 b",08:55:13.95,+18:56:59.01,13.7,2458259.00942160,0.00316280,11.25102850000,0.00181880000,4.07,"Duration estimated. ",0.72
"K2-35 b",11:20:24.74,+01:17:09.12,14.2,2456810.58400000,0.004,2.39996400000,0.000204,1.99,,0.40
"K2-35 c",11:20:24.74,+01:17:09.12,14.2,2456812.11660000,0.0017,5.60871000000,0.00028000000,1.80,,0.94
"K2-365 b",15:55:16.73,-21:01:37.09,11.4,2456898.83650000,0.0018,23.44701000000,0.00093000000,5.71,,0.78
"K2-366 b",16:14:43.22,-19:20:48.78,12.6,2456906.43270000,0.0025,15.93709000000,0.00084000000,3.29,,0.59
"K2-367 b",22:31:26.12,-13:15:52.04,13.8,2456997.39410000,0.00200000,20.64509900000,0.001375,2.38,,1.3
"K2-368 b",22:10:32.58,-11:09:58.02,13.6,2456978.76460000,0.002,5.02629000000,0.00027,2.28,,0.48
"K2-368 c",22:10:32.58,-11:09:58.02,13.6,2456977.87500000,0.0029,9.65869000000,0.00071,2.86,,0.52
"K2-368 d",22:10:32.58,-11:09:58.02,13.6,2456988.53740000,0.00260000,20.20108500000,0.002736,3.58,,0.98
"K2-369 b",21:58:54.30,-10:52:30.24,11.8,2456979.86985000,0.00332700,5.76135900000,0.000517,2.23,,0.17
"K2-36 b",11:17:47.76,+03:51:59.41,11.7,2456810.89245000,0.00082000,1.42260200000,1.9e-05,1.12,,0.35
"K2-36 c",11:17:47.76,+03:51:59.41,11.7,2456812.83943000,0.00119,5.34105070000,2.57e-05,1.15,,1.5
"K2-370 b",04:31:16.93,+19:49:54.08,11.1,2460258.42181200,0.0027085,2.14080630000,2.6e-06,1.57,,0.63
"K2-371 b",08:32:16.10,+11:37:50.56,14.5,2458493.28390400,0.00032498,3.11489307594,1.69392e-06,2.37,,26.0
"K2-372 b",08:43:11.73,+13:00:33.92,13.6,2457146.32880000,0.0014,9.84413000000,0.00039,3.70,,1.1
"K2-373 b",08:12:32.68,+13:41:18.59,10.5,2457150.29160000,0.0032,11.02130000000,0.0012,4.32,,0.20
"K2-374 b",09:09:31.08,+16:21:21.00,12.8,2458099.68691600,0.00399500,4.52195300000,0.000409,3.00,,0.26
"K2-374 c",09:09:31.08,+16:21:21.00,12.8,2458109.23760000,0.00650000,16.43445000000,0.002702,3.60,,0.50
"K2-375 b",08:42:00.32,+20:21:33.48,13.2,2457147.33350000,0.0085,14.45840000000,0.00320000000,6.79,,0.30
"K2-376 b",08:50:52.64,+25:02:17.10,10.4,2458096.74260000,0.00250000,5.77647500000,0.00026100000,2.10,,0.19
"K2-377 b",13:31:35.49,-12:05:42.41,14.1,2457230.14210000,0.00330000,12.83306000000,0.00099,3.41,,0.75
"K2-378 b",13:40:38.32,-11:07:02.04,16.0,2457217.85000000,0.0016,2.06036800000,0.00007600000,1.49,,1.7
"K2-379 b",18:52:07.62,-27:10:50.62,13.3,2457303.90540000,0.00190000,8.77830000000,0.00047,2.90,,0.93
"K2-37 b",16:13:48.23,-24:47:13.39,12.6,2456898.11670000,0.0026,4.44360000000,0.00030000000,2.83,,0.36
"K2-37 c",16:13:48.23,-24:47:13.39,12.6,2456898.85448000,0.00096,6.42959000000,0.00014,2.90,,1.0
"K2-37 d",16:13:48.23,-24:47:13.39,12.6,2456907.23220000,0.0012,14.09292000000,0.00052,2.81,,0.89
