name,RA,Dec,vmag,epoch,epoch_uncertainty,period,period_uncertainty,duration,comments,depth
"Kepler-285 c",19:25:33.80,+48:03:55.94,15.2,2454969.63495000,0.00508,6.18666218000,4.31e-05,2.98,,0.20
"Kepler-286 b",19:22:42.28,+48:17:39.25,15.9,2454966.33375000,0.00265,1.79632438900,5.868e-06,1.99,,0.23
"Kepler-286 c",19:22:42.28,+48:17:39.25,15.9,2454969.00420000,0.00272581,3.46803444510,1.46543e-05,2.31,,0.24
"Kepler-286 d",19:22:42.28,+48:17:39.25,15.9,2454966.47302000,0.00012268,5.91430094270,2.87086e-05,2.66,,0.25
"Kepler-286 e",19:22:42.28,+48:17:39.25,15.9,2454972.34004300,0.009986,29.22126129000,1.119e-05,3.96,,0.32
"Kepler-287 b",19:23:42.58,+48:26:36.45,15.0,2454970.69878900,0.002895,20.34230286000,3.2e-06,2.70,,0.55
"Kepler-287 c",19:23:42.58,+48:26:36.45,15.0,2455005.46387500,0.004125,44.85197800000,4.35e-06,3.77,,0.79
"Kepler-288 b",19:15:39.94,+39:35:41.11,15.3,2455187.05372000,0.00573,6.09750607000,4.944e-05,3.22,,0.24
"Kepler-288 c",19:15:39.94,+39:35:41.11,15.3,2455186.88426100,0.004635,19.30572737000,4.69e-06,4.37,,0.75
"Kepler-288 d",19:15:39.94,+39:35:41.11,15.3,2455195.05842200,0.019061,56.63849917000,1.971e-05,6.05,,0.66
"Kepler-289 b",19:49:51.68,+42:52:58.27,14.1,2454965.68566400,0.00477,34.54398442000,5.33e-06,3.54,,0.41
"Kepler-289 c",19:49:51.68,+42:52:58.27,14.1,2455069.65973000,0.00032,125.86540200000,5.7e-05,9.02,,12.4
"Kepler-289 d",19:49:51.68,+42:52:58.27,14.1,2454975.62400000,0.0052,66.02820000000,0.00440000000,3.56,,0.73
"Kepler-289 e",19:49:51.68,+42:52:58.27,14.1,2455173.98710000,0.0109,330.07155800000,0.006272,4.29,,0.62
"Kepler-28 b",19:28:32.89,+42:25:46.14,15.1,2454969.71171500,0.0012,5.91227219000,1.34e-06,2.55,,0.99
"Kepler-28 c",19:28:32.89,+42:25:46.14,15.1,2454972.73910000,0.002178,8.98584700000,2.49e-06,3.11,,0.88
"Kepler-290 b",19:05:38.41,+42:40:53.45,15.8,2454974.93483100,0.002964,14.58936813000,3.33e-06,2.53,,0.88
"Kepler-290 c",19:05:38.41,+42:40:53.45,15.8,2454997.29250500,0.004296,36.77045659000,5.26e-06,4.62,,1.5
"Kepler-290 d",19:05:38.41,+42:40:53.45,15.8,2454965.21979000,0.00391,0.76402007200,3.542e-06,1.13,,0.14
"Kepler-291 b",19:11:39.91,+42:26:14.16,16.2,2454967.90127000,0.00246,3.54653180900,9.977e-06,2.27,,0.44
"Kepler-291 c",19:11:39.91,+42:26:14.16,16.2,2454965.69229000,0.00314,5.70070626000,2.147e-05,1.64,,0.38
"Kepler-292 b",19:43:03.89,+42:25:27.42,16.3,2455004.56048000,0.0039,2.58083264000,1.223e-05,2.17,,0.27
"Kepler-292 c",19:43:03.89,+42:25:27.42,16.3,2455002.78362000,0.00427,3.71545391000,1.934e-05,2.52,,0.39
"Kepler-292 d",19:43:03.89,+42:25:27.42,16.3,2455007.85865100,0.004426,7.05564542000,4.91e-06,3.27,,0.76
"Kepler-292 e",19:43:03.89,+42:25:27.42,16.3,2455011.97104700,0.00715,11.97877778000,7.83e-06,3.99,,0.77
"Kepler-292 f",19:43:03.89,+42:25:27.42,16.3,2455019.03920500,0.006912,20.83419383000,7.58e-06,4.59,,0.89
"Kepler-293 b",19:05:25.93,+42:24:23.37,15.5,2454978.52867400,0.00319,19.25406930000,3.54e-06,4.75,,1.1
"Kepler-293 c",19:05:25.93,+42:24:23.37,15.5,2455005.36155100,0.00538,54.15639829000,6.16e-06,4.15,,1.2
"Kepler-294 b",19:09:34.09,+46:03:33.33,15.9,2455013.27581000,0.00302,3.70120482000,1.35e-05,2.46,,0.36
"Kepler-294 c",19:09:34.09,+46:03:33.33,15.9,2455003.73498800,0.002891,6.62642692000,3.1e-06,3.47,,0.99
"Kepler-295 b",19:01:23.00,+45:22:03.99,14.6,2454971.63000600,0.01327,12.64506533000,1.533e-05,9.02,,0.23
"Kepler-295 c",19:01:23.00,+45:22:03.99,14.6,2454965.28398900,0.013669,21.52665510000,1.478e-05,8.13,,0.21
"Kepler-295 d",19:01:23.00,+45:22:03.99,14.6,2454992.98921200,0.017478,33.88451892000,1.873e-05,5.49,,0.23
"Kepler-296 b",19:06:09.61,+49:26:14.14,16.4,2454964.12833000,0.00347,10.86440950000,4.884e-05,1.85,,0.75
"Kepler-296 c",19:06:09.61,+49:26:14.14,16.4,2454968.92275400,0.001919,5.84163878000,2.13e-06,2.10,,1.5
"Kepler-296 d",19:06:09.61,+49:26:14.14,16.4,2454966.65009000,0.003158,19.85028256000,3.45e-06,2.98,,1.8
"Kepler-296 e",19:06:09.61,+49:26:14.14,16.4,2454969.03814300,0.00985,34.14176909000,1.136e-05,3.11,,0.82
"Kepler-296 f",19:06:09.61,+49:26:14.14,16.4,2454995.59022900,0.009731,63.33771411000,1.161e-05,3.52,,1.0
"Kepler-297 b",18:52:50.20,+48:46:39.42,14.3,2454965.43781900,0.008114,38.86872408000,9.13e-06,6.35,,1.0
"Kepler-297 c",18:52:50.20,+48:46:39.42,14.3,2454957.99266000,0.00073,74.92768653000,6.28e-05,4.74,,4.1
"Kepler-297 d",18:52:50.20,+48:46:39.42,14.3,2455057.68555200,0.000904,150.01906090000,0.0001728,4.37,,4.5
"Kepler-298 b",18:52:09.56,+48:49:31.19,15.6,2454964.69255500,0.001879,10.47546118000,2.12e-06,2.40,,1.2
"Kepler-298 c",18:52:09.56,+48:49:31.19,15.6,2454976.86432900,0.006046,22.92874729000,6.91e-06,2.24,,0.90
"Kepler-298 d",18:52:09.56,+48:49:31.19,15.6,2455017.25104400,0.003256,77.47347082000,3.42e-06,4.81,,1.6
"Kepler-299 b",18:52:49.68,+48:34:49.88,15.2,2454966.82725000,0.00399,2.92721119000,1.496e-05,2.54,,0.17
"Kepler-299 c",18:52:49.68,+48:34:49.88,15.2,2454964.51747000,0.004974,6.88595434000,5.74e-06,3.87,,0.43
"Kepler-299 d",18:52:49.68,+48:34:49.88,15.2,2454977.58016000,0.00689,15.05486890000,0.0001128,4.70,,0.30
"Kepler-299 e",18:52:49.68,+48:34:49.88,15.2,2454976.29863500,0.0246,38.28602037000,2.548e-05,6.81,,0.29
"Kepler-29 b",19:53:23.61,+47:29:28.69,15.5,2454972.36881400,0.005273,10.33923850000,6.34e-06,3.67,,1.5
"Kepler-29 c",19:53:23.61,+47:29:28.69,15.5,2454965.24566300,0.009001,13.28706214000,1.067e-05,3.67,,1.2
"Kepler-300 b",19:41:09.29,+48:35:59.01,14.2,2454966.27606100,0.002631,10.44637231000,3.02e-06,2.55,,0.35
"Kepler-300 c",19:41:09.29,+48:35:59.01,14.2,2454979.56512300,0.003768,40.71515819000,4.16e-06,9.13,,0.60
"Kepler-301 b",18:55:55.90,+49:13:58.62,14.5,2454968.00421000,0.00128163,2.50856212200,6.2646e-06,2.29,,0.21
"Kepler-301 c",18:55:55.90,+49:13:58.62,14.5,2454964.64429000,0.00325,5.41907559000,2.107e-05,2.28,,0.25
"Kepler-301 d",18:55:55.90,+49:13:58.62,14.5,2454977.61451700,0.004003,13.75125295000,4.76e-06,4.03,,0.37
"Kepler-302 b",19:37:16.06,+43:37:45.28,15.7,2454979.64853200,0.004541,30.18360507000,5.08e-06,5.88,,1.00
"Kepler-302 c",19:37:16.06,+43:37:45.28,15.7,2454996.88987400,0.001551,127.28249268000,1.67e-06,6.73,,8.7
"Kepler-303 b",18:52:32.51,+43:39:24.13,14.9,2454965.78334300,0.001649,1.93703298000,1.9e-06,1.87,,0.35
"Kepler-303 c",18:52:32.51,+43:39:24.13,14.9,2454969.27106700,0.00204,7.06118403000,2.37e-06,1.36,,0.55
"Kepler-304 b",19:37:46.03,+40:33:27.15,15.1,2454966.96607300,0.000427,3.29570324000,4.9e-07,2.07,,1.8
"Kepler-304 c",19:37:46.03,+40:33:27.15,15.1,2454965.43004700,0.000914,5.31595326000,1.04e-06,1.38,,1.0
"Kepler-304 d",19:37:46.03,+40:33:27.15,15.1,2454967.85830200,0.001342,9.65347619000,1.6e-06,3.16,,1.4
"Kepler-304 e",19:37:46.03,+40:33:27.15,15.1,2454966.06857000,0.0015,1.49914695300,2.797e-06,1.44,,0.28
"Kepler-305 b",19:56:53.82,+40:20:35.40,15.9,2455189.07521000,0.00232,5.48711167000,2.37e-06,2.87,,1.5
"Kepler-305 c",19:56:53.82,+40:20:35.40,15.9,2455192.63098000,0.005825,8.29085256000,5.87e-06,3.24,,1.2
"Kepler-305 d",19:56:53.82,+40:20:35.40,15.9,2455192.40848100,0.008482,16.73890832000,8.64e-06,2.62,,1.0
"Kepler-305 e",19:56:53.82,+40:20:35.40,15.9,2455187.63069000,0.00332,3.20539622000,1.401e-05,2.14,,0.45
"Kepler-306 b",19:14:09.29,+40:36:57.80,15.6,2455187.58863000,0.00229,4.64622383000,1.616e-05,2.51,,0.45
"Kepler-306 c",19:14:09.29,+40:36:57.80,15.6,2455188.01075200,0.002844,7.24022996000,2.87e-06,3.15,,0.92
"Kepler-306 d",19:14:09.29,+40:36:57.80,15.6,2455193.50420700,0.006247,17.32673524000,6.23e-06,4.32,,0.90
"Kepler-306 e",19:14:09.29,+40:36:57.80,15.6,2455192.87506400,0.007199,44.84124614000,7.49e-06,5.61,,1.0
"Kepler-307 b",19:51:10.82,+40:25:03.51,14.1,2454965.62982800,0.001292,10.41573989000,1.43e-06,2.96,,0.88
"Kepler-307 c",19:51:10.82,+40:25:03.51,14.1,2454965.62985400,0.002207,13.08428012000,2.54e-06,3.27,,0.76
"Kepler-308 b",19:43:08.46,+40:26:22.47,16.0,2455015.45413000,0.00419,9.69501146000,4.657e-05,2.75,,0.52
"Kepler-308 c",19:43:08.46,+40:26:22.47,16.0,2455002.84532500,0.009379,15.38232727000,1.058e-05,4.20,,0.59
"Kepler-309 b",19:50:02.37,+46:57:41.08,15.4,2454967.68361000,0.00216,5.92365747000,1.633e-05,2.63,,0.41
"Kepler-309 c",19:50:02.37,+46:57:41.08,15.4,2454971.67805000,0.01031,105.35813811000,1.159e-05,3.80,,1.5
"Kepler-30 b",19:01:08.08,+38:56:50.15,15.7,2454983.69922000,0.00718,29.15986150000,0.0002534,4.80,,0.49
"Kepler-30 c",19:01:08.08,+38:56:50.15,15.7,2455076.89346800,0.000341,60.32488611000,2.635e-05,6.66,,22.6
"Kepler-30 d",19:01:08.08,+38:56:50.15,15.7,2454987.23509000,0.00105,143.20635180000,0.0001932,8.98,,11.6
"Kepler-310 b",19:15:21.43,+46:59:12.29,14.4,2454967.43465000,0.00297515,13.93064655550,5.97615e-05,2.10,,0.19
"Kepler-310 c",19:15:21.43,+46:59:12.29,14.4,2454976.81367400,0.003447,56.47585700000,3.77e-06,5.71,,1.1
"Kepler-310 d",19:15:21.43,+46:59:12.29,14.4,2454978.93606500,0.007385,92.87532175000,8.63e-06,6.41,,0.73
"Kepler-311 b",18:48:14.71,+47:05:07.79,13.9,2454971.71906700,0.005085,9.17613239000,5.65e-06,4.50,,0.21
"Kepler-311 c",18:48:14.71,+47:05:07.79,13.9,2454966.28762900,0.010757,19.73845351000,1.301e-05,4.85,,0.16
"Kepler-311 d",18:48:14.71,+47:05:07.79,13.9,2455095.25310000,0.0265,232.04032600000,0.006902,12.23,,0.29
"Kepler-312 b",19:53:34.98,+42:27:35.18,13.0,2454965.10121000,0.00154983,1.77241008160,4.512e-06,2.45,,0.08
"Kepler-312 c",19:53:34.98,+42:27:35.18,13.0,2454960.35731300,0.001641,19.74735262000,1.8e-06,3.57,,0.46
"Kepler-313 b",19:53:10.77,+48:46:31.44,14.3,2454967.50173900,0.005676,14.97032363000,6.75e-06,6.07,,0.28
"Kepler-313 c",19:53:10.77,+48:46:31.44,14.3,2454982.06440200,0.032019,32.27561961000,3.645e-05,7.39,,0.23
"Kepler-314 b",19:38:41.80,+42:04:32.17,12.6,2454966.32098000,0.00230991,2.46104052830,6.7212e-06,2.29,,0.08
"Kepler-314 c",19:38:41.80,+42:04:32.17,12.6,2454970.26475200,0.000559,5.96040324000,6.1e-07,3.03,,0.81
"Kepler-315 b",19:52:05.54,+43:21:48.51,15.5,2455020.70162600,0.026784,96.11050444000,2.984e-05,8.01,,1.2
"Kepler-315 c",19:52:05.54,+43:21:48.51,15.5,2454984.07167700,0.008789,265.47343260000,1.22e-05,8.34,,1.2
"Kepler-316 b",19:23:18.20,+44:11:02.04,15.8,2454970.82477000,0.00137,2.24048670300,3.666e-06,1.40,,0.44
"Kepler-316 c",19:23:18.20,+44:11:02.04,15.8,2454964.78890600,0.003731,6.82776885000,4.16e-06,2.49,,0.70
"Kepler-317 b",19:39:46.53,+39:01:55.38,15.7,2454968.62454000,0.00316,5.52417517000,2.216e-05,2.74,,0.52
"Kepler-317 c",19:39:46.53,+39:01:55.38,15.7,2454966.70862000,0.0053,8.77508519000,5.56e-05,3.29,,0.38
"Kepler-318 b",19:53:55.88,+46:47:37.09,13.4,2454957.75699000,0.000282,4.66271775000,3.3e-07,3.03,,1.6
"Kepler-318 c",19:53:55.88,+46:47:37.09,13.4,2454954.27693900,0.000734,11.81500050000,8.6e-07,2.91,,0.97
"Kepler-319 b",19:15:14.87,+39:46:14.32,13.9,2454968.23129100,0.001413,4.36274395000,1.6e-06,2.44,,0.33
"Kepler-319 c",19:15:14.87,+39:46:14.32,13.9,2454970.54351000,0.000643,6.94135925000,7.4e-07,2.15,,0.87
"Kepler-319 d",19:15:14.87,+39:46:14.32,13.9,2454967.86760500,0.002667,31.78204372000,2.85e-06,3.99,,0.58
"Kepler-31 b",19:36:05.53,+45:51:10.99,15.5,2454971.29709500,0.002938,20.86024027000,3.29e-06,5.30,,2.1
"Kepler-31 c",19:36:05.53,+45:51:10.99,15.5,2454974.17368400,0.005767,42.63425379000,6.13e-06,6.47,,1.9
"Kepler-31 d",19:36:05.53,+45:51:10.99,15.5,2454967.93835500,0.007502,87.64763352000,8.14e-06,9.14,,1.2
"Kepler-320 b",19:32:51.24,+46:10:30.52,13.5,2454970.67999000,0.00822,8.37160502000,6.893e-05,4.24,,0.10
"Kepler-320 c",19:32:51.24,+46:10:30.52,13.5,2454971.22277200,0.008635,17.93457936000,1.053e-05,5.86,,0.20
"Kepler-321 b",19:37:48.89,+44:08:44.75,12.9,2454955.86308200,0.001229,4.91538748000,1.34e-06,3.07,,0.23
"Kepler-321 c",19:37:48.89,+44:08:44.75,12.9,2454964.43229000,0.001245,13.09388510000,1.33e-06,2.43,,0.39
"Kepler-322 b",18:45:23.70,+44:17:42.91,13.7,2454965.18836000,0.00208,1.65389346500,4.025e-06,1.68,,0.14
"Kepler-322 c",18:45:23.70,+44:17:42.91,13.7,2454957.17475300,0.001282,4.33723355000,1.52e-06,2.71,,0.38
"Kepler-323 b",19:25:31.75,+38:07:38.85,12.8,2454953.94780000,0.0014,1.67832800000,1.5e-06,2.51,,0.15
"Kepler-323 c",19:25:31.75,+38:07:38.85,12.8,2454956.98230000,0.002,3.55382290000,2.2e-06,3.10,,0.19
"Kepler-324 b",19:05:53.15,+49:38:56.74,14.2,2454972.22548000,0.00258,4.38536428000,1.366e-05,2.51,,0.20
"Kepler-324 c",19:05:53.15,+49:38:56.74,14.2,2455015.96986600,0.014477,51.81024389000,1.687e-05,6.40,,1.2
"Kepler-324 e",19:05:53.15,+49:38:56.74,14.2,2454975.33620300,0.004894,13.97946091000,5.46e-06,1.52,,0.34
"Kepler-325 b",19:19:20.50,+49:49:32.19,15.2,2454967.90185400,0.001132,4.54443059000,1.25e-06,2.02,,0.89
"Kepler-325 c",19:19:20.50,+49:49:32.19,15.2,2454976.72926600,0.002923,12.76222134000,3.31e-06,2.10,,0.77
"Kepler-325 d",19:19:20.50,+49:49:32.19,15.2,2454967.03244300,0.004744,38.71497679000,5.76e-06,3.53,,0.85
"Kepler-326 b",19:37:18.14,+46:00:08.15,13.7,2454966.42579900,0.001384,2.24829055000,1.56e-06,2.27,,0.27
"Kepler-326 c",19:37:18.14,+46:00:08.15,13.7,2454967.07810500,0.002026,4.58033354000,2.25e-06,2.40,,0.31
"Kepler-326 d",19:37:18.14,+46:00:08.15,13.7,2454969.61872300,0.002708,6.76690845000,3.06e-06,2.05,,0.27
"Kepler-327 b",19:30:34.15,+44:05:15.45,15.6,2454965.60753200,0.001749,2.54956250000,1.97e-06,2.02,,0.60
"Kepler-327 c",19:30:34.15,+44:05:15.45,15.6,2454965.70958200,0.003751,5.21231887000,4.53e-06,2.42,,0.48
"Kepler-327 d",19:30:34.15,+44:05:15.45,15.6,2454965.17104700,0.001734,13.96950159000,1.98e-06,1.74,,1.2
"Kepler-328 b",19:43:14.23,+40:00:30.55,15.8,2455025.53889700,0.029291,34.91897281000,3.265e-05,8.12,,0.57
"Kepler-328 c",19:43:14.23,+40:00:30.55,15.8,2455036.70515900,0.007766,71.31182361000,1.144e-05,8.68,,2.4
"Kepler-329 b",19:57:04.36,+45:13:38.23,15.9,2454968.85467000,0.00304,7.41634311000,2.646e-05,2.20,,0.57
"Kepler-329 c",19:57:04.36,+45:13:38.23,15.9,2454969.14504900,0.002608,18.68485822000,3.01e-06,4.08,,1.5
"Kepler-32 b",19:51:22.15,+46:34:27.69,16.4,2454968.99787600,0.001387,5.90129150000,1.64e-06,2.50,,1.7
"Kepler-32 c",19:51:22.15,+46:34:27.69,16.4,2454968.62842100,0.002513,8.75208271000,3.04e-06,2.69,,1.5
"Kepler-32 d",19:51:22.15,+46:34:27.69,16.4,2454965.42344700,0.001637,22.78073412000,1.91e-06,3.47,,2.1
"Kepler-32 e",19:51:22.15,+46:34:27.69,16.4,2454966.61186000,0.00116,2.89601378700,4.215e-06,1.73,,0.73
"Kepler-32 f",19:51:22.15,+46:34:27.69,16.4,2454966.27936000,0.000228,0.74295791100,2.3e-07,0.67,,0.84
"Kepler-330 b",19:13:47.38,+44:48:06.34,15.6,2454970.47021000,0.00485,8.25980352000,4.686e-05,2.93,,0.30
"Kepler-330 c",19:13:47.38,+44:48:06.34,15.6,2454976.29741500,0.002932,15.95551310000,3.24e-06,4.24,,0.86
"Kepler-331 b",19:27:20.24,+39:18:26.45,16.2,2454966.86769000,0.001943,8.45750018000,2.14e-06,2.54,,1.5
"Kepler-331 c",19:27:20.24,+39:18:26.45,16.2,2454969.00422600,0.002477,17.28127891000,2.88e-06,2.78,,1.7
"Kepler-331 d",19:27:20.24,+39:18:26.45,16.2,2454975.27455300,0.008052,32.13412655000,8.51e-06,3.05,,1.1
"Kepler-332 b",19:06:39.07,+47:24:49.30,14.2,2454969.01028500,0.002923,7.62640248000,3.29e-06,2.59,,0.32
"Kepler-332 c",19:06:39.07,+47:24:49.30,14.2,2454977.24456800,0.00599,15.99551050000,6.78e-06,3.55,,0.25
"Kepler-332 d",19:06:39.07,+47:24:49.30,14.2,2454987.58889700,0.009456,34.21082019000,1.041e-05,5.14,,0.26
"Kepler-333 b",19:29:08.67,+40:54:48.75,15.1,2454970.26287800,0.003668,12.55111816000,4.16e-06,3.44,,0.56
"Kepler-333 c",19:29:08.67,+40:54:48.75,15.1,2454967.43903200,0.010303,24.08803827000,1.213e-05,4.21,,0.40
"Kepler-334 b",19:08:33.75,+47:06:54.42,12.8,2454953.55389800,0.004126,5.47032469000,4.72e-06,3.46,,0.11
"Kepler-334 c",19:08:33.75,+47:06:54.42,12.8,2454954.20347600,0.002731,12.75799391000,3.19e-06,4.41,,0.20
"Kepler-334 d",19:08:33.75,+47:06:54.42,12.8,2454978.57100700,0.00355,25.09843950000,3.87e-06,3.12,,0.18
"Kepler-335 b",19:44:15.43,+45:25:42.95,14.1,2454965.60772800,0.002935,6.56228956000,3.33e-06,4.11,,0.26
"Kepler-335 c",19:44:15.43,+45:25:42.95,14.1,2454982.26832000,0.00470441,67.85878478440,0.0005009729,12.16,,0.25
"Kepler-336 b",19:20:57.03,+41:19:52.91,13.7,2454965.35759000,0.00362,2.02482033900,9.143e-06,2.69,,0.07
"Kepler-336 c",19:20:57.03,+41:19:52.91,13.7,2454959.98404200,0.002752,9.59990859000,3.2e-06,4.47,,0.27
"Kepler-336 d",19:20:57.03,+41:19:52.91,13.7,2454964.01948200,0.005542,20.67862589000,6.28e-06,4.78,,0.32
"Kepler-337 b",19:20:14.52,+47:09:50.23,12.8,2454956.12065000,0.005841,3.29279396000,6.44e-06,4.98,,0.08
"Kepler-337 c",19:20:14.52,+47:09:50.23,12.8,2454956.12245200,0.006019,9.69311847000,6.79e-06,5.83,,0.14
"Kepler-338 b",18:51:54.97,+40:47:03.91,12.2,2454958.02202900,0.003093,13.72706236000,3.69e-06,7.42,,0.19
"Kepler-338 c",18:51:54.97,+40:47:03.91,12.2,2454970.03896000,0.005534,24.31110266000,6.03e-06,8.89,,0.17
"Kepler-338 d",18:51:54.97,+40:47:03.91,12.2,2454976.54443300,0.006286,44.43043302000,6.88e-06,10.44,,0.23
"Kepler-338 e",18:51:54.97,+40:47:03.91,12.2,2454956.04511000,0.009894,9.34150876000,1.074e-05,6.47,,0.07
"Kepler-339 b",19:33:24.41,+48:26:40.53,14.7,2454967.67590300,0.004038,4.97759711000,4.61e-06,2.88,,0.29
"Kepler-339 c",19:33:24.41,+48:26:40.53,14.7,2454965.56298300,0.009315,6.98802652000,1.055e-05,3.95,,0.22
"Kepler-339 d",19:33:24.41,+48:26:40.53,14.7,2454969.33941500,0.008902,10.55848761000,9.76e-06,3.93,,0.23
"Kepler-33 b",19:16:18.61,+46:00:18.61,14.1,2454964.88743000,0.00232,5.66815821000,1.566e-05,4.91,,0.12
"Kepler-33 c",19:16:18.61,+46:00:18.61,14.1,2454976.68263400,0.004529,13.17552703000,5.26e-06,6.83,,0.26
"Kepler-33 d",19:16:18.61,+46:00:18.61,14.1,2454979.08655900,0.002412,21.77566056000,2.65e-06,8.12,,0.78
"Kepler-33 e",19:16:18.61,+46:00:18.61,14.1,2454968.86286500,0.007319,31.78495780000,8.09e-06,9.22,,0.47
"Kepler-33 f",19:16:18.61,+46:00:18.61,14.1,2454964.55154300,0.007983,41.02813945000,9.93e-06,10.00,,0.55
"Kepler-340 b",19:43:44.03,+40:18:01.99,12.3,2454976.57600000,0.0115,14.84448360000,0.0002121,6.09,,0.18
"Kepler-340 c",19:43:44.03,+40:18:01.99,12.3,2454954.63848800,0.012216,22.82456321000,1.783e-05,6.61,,0.35
"Kepler-341 b",19:19:26.77,+43:28:21.87,14.7,2454965.72615000,0.00456,5.19556758000,3.688e-05,3.82,,0.13
"Kepler-341 c",19:19:26.77,+43:28:21.87,14.7,2454968.32083300,0.004534,8.01040007000,4.94e-06,4.37,,0.30
"Kepler-341 d",19:19:26.77,+43:28:21.87,14.7,2454976.85594900,0.008919,27.66692270000,1.035e-05,6.35,,0.37
"Kepler-341 e",19:19:26.77,+43:28:21.87,14.7,2454979.30027800,0.015037,42.47184170000,1.614e-05,6.76,,0.36
"Kepler-342 b",19:30:42.73,+46:43:36.05,13.2,2454965.66931800,0.002875,15.17017322000,3.18e-06,4.10,,0.23
"Kepler-342 c",19:30:42.73,+46:43:36.05,13.2,2454974.98771500,0.005358,26.23489576000,6.03e-06,3.13,,0.18
"Kepler-342 d",19:30:42.73,+46:43:36.05,13.2,2454969.48048500,0.008203,39.45718702000,9.43e-06,8.56,,0.25
"Kepler-342 e",19:30:42.73,+46:43:36.05,13.2,2454964.75241000,0.0029,1.64422103200,5.949e-06,2.91,,0.05
"Kepler-343 b",19:27:50.56,+42:25:58.64,14.1,2454972.39434500,0.003972,8.96846597000,4.49e-06,4.40,,0.28
"Kepler-343 c",19:27:50.56,+42:25:58.64,14.1,2454984.07503100,0.007308,23.22163264000,7.32e-06,2.66,,0.21
"Kepler-344 b",19:29:59.91,+46:19:27.63,15.5,2454966.03822100,0.002957,21.96392155000,3.47e-06,2.96,,0.71
"Kepler-344 c",19:29:59.91,+46:19:27.63,15.5,2455048.42943300,0.01184,125.60408053000,1.501e-05,7.36,,1.2
"Kepler-345 b",19:40:54.92,+45:58:15.76,14.3,2454970.81391000,0.00358,7.41557859000,3.316e-05,2.08,,0.17
"Kepler-345 c",19:40:54.92,+45:58:15.76,14.3,2454970.38086100,0.001702,9.38742615000,2.06e-06,1.84,,0.42
"Kepler-346 b",19:12:02.86,+46:07:03.36,15.3,2454964.70829000,0.001896,6.51110400000,2.06e-06,1.77,,0.76
"Kepler-346 c",19:12:02.86,+46:07:03.36,15.3,2454980.61610700,0.002872,23.85161614000,3.01e-06,2.58,,0.85
"Kepler-347 b",19:16:47.90,+49:18:20.31,14.6,2454966.65898800,0.006903,12.79825295000,7.7e-06,6.39,,0.35
"Kepler-347 c",19:16:47.90,+49:18:20.31,14.6,2454987.28072100,0.018173,27.32195592000,1.935e-05,4.52,,0.32
"Kepler-347 d",19:16:47.90,+49:18:20.31,14.6,2455014.35100000,0.0198,85.51734400000,0.001846,9.33,,0.27
"Kepler-348 b",19:49:01.22,+40:32:54.20,12.7,2454958.47525600,0.002917,7.05676864000,3.2e-06,2.27,,0.13
"Kepler-348 c",19:49:01.22,+40:32:54.20,12.7,2454968.35660800,0.012159,17.26551258000,1.347e-05,5.01,,0.07
"Kepler-349 b",19:34:42.35,+44:36:56.15,14.9,2454968.49715800,0.002166,5.92971933000,2.4e-06,2.59,,0.44
"Kepler-349 c",19:34:42.35,+44:36:56.15,14.9,2454971.22285800,0.004552,12.24760330000,5.15e-06,3.59,,0.46
"Kepler-350 b",19:01:40.70,+39:42:21.96,14.0,2454973.62312000,0.00299258,11.19003926660,6.89442e-05,5.12,,0.14
"Kepler-350 c",19:01:40.70,+39:42:21.96,14.0,2454981.39309200,0.002721,17.84846244000,3.1e-06,5.68,,0.40
"Kepler-350 d",19:01:40.70,+39:42:21.96,14.0,2454964.62521500,0.004488,26.13616296000,4.97e-06,6.69,,0.35
"Kepler-351 b",19:05:48.67,+42:39:28.04,16.2,2455033.20996500,0.005812,37.05489764000,6.43e-06,5.06,,1.1
"Kepler-351 c",19:05:48.67,+42:39:28.04,16.2,2455017.68775600,0.005215,57.24887069000,6.12e-06,5.98,,1.5
"Kepler-351 d",19:05:48.67,+42:39:28.04,16.2,2455035.90102000,0.00544972,142.54011511600,0.0005729301,8.95,,0.91
"Kepler-352 b",19:59:35.19,+46:03:06.85,13.1,2454955.94936000,0.005792,10.05542580000,6.8e-06,3.07,,0.13
"Kepler-352 c",19:59:35.19,+46:03:06.85,13.1,2454953.57757800,0.002483,16.33269771000,2.59e-06,2.45,,0.33
"Kepler-352 d",19:59:35.19,+46:03:06.85,13.1,2454965.06897000,0.00618,6.88729828000,5.051e-05,2.42,,0.08
"Kepler-353 b",19:47:25.57,+41:45:29.07,16.1,2454969.78336000,0.0045,5.79529710000,3.286e-05,2.29,,0.37
"Kepler-353 c",19:47:25.57,+41:45:29.07,16.1,2454966.80032200,0.003839,8.41102098000,4.36e-06,2.31,,0.83
"Kepler-354 b",19:03:00.37,+41:20:08.43,15.8,2454968.71161500,0.003562,5.47661312000,4.12e-06,2.66,,0.77
"Kepler-354 c",19:03:00.37,+41:20:08.43,15.8,2454970.24494000,0.00542326,16.93485739120,0.000149054,3.46,,0.36
"Kepler-354 d",19:03:00.37,+41:20:08.43,15.8,2454974.47331600,0.016802,24.20994274000,1.796e-05,3.56,,0.48
"Kepler-355 b",19:03:11.88,+42:48:42.27,15.2,2455195.34190000,0.00855,11.03173070000,0.0001636,4.52,,0.20
"Kepler-355 c",19:03:11.88,+42:48:42.27,15.2,2455186.79989700,0.005007,25.76263521000,5.23e-06,7.19,,0.64
